
150 ISOTOPES IN NETWORK:

Index  Isotope   A   Z   N  Abundance Y  MassFrac X  MassXS(MeV)
697 p+s35-->n+cl35 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.6150 prefac=1.0000 RGsymb:a+b<->c+d
698 n+cl35-->p+s35 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.6150 prefac=1.0000 RGsymb:a+b<->c+d
699 he4+s35-->n+ar38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.2220 prefac=1.0000 RGsymb:a+b<->c+d
700 n+ar38-->he4+s35 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.2220 prefac=1.0000 RGsymb:a+b<->c+d
701 p+s36-->cl37 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.3870 prefac=1.0000 RGsymb:a+b<->c
702 cl37-->p+s36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.3870 prefac=1.0000 RGsymb:a+b<->c
703 he4+s36-->ar40 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.8010 prefac=1.0000 RGsymb:a+b<->c
704 ar40-->he4+s36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.8010 prefac=1.0000 RGsymb:a+b<->c
705 p+s36-->n+cl36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.9240 prefac=1.0000 RGsymb:a+b<->c+d
706 n+cl36-->p+s36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.9240 prefac=1.0000 RGsymb:a+b<->c+d
707 he4+s36-->n+ar39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-3.0680 prefac=1.0000 RGsymb:a+b<->c+d
708 n+ar39-->he4+s36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.0680 prefac=1.0000 RGsymb:a+b<->c+d
709 cl33-->s33+e++nu reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=5.5830 prefac=1.0000 RGsymb:a<->b
710 n+cl33-->cl34 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=11.5070 prefac=1.0000 RGsymb:a+b<->c
711 cl34-->n+cl33 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-11.5070 prefac=1.0000 RGsymb:a+b<->c
712 he4+cl33-->k37 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.2210 prefac=1.0000 RGsymb:a+b<->c
713 k37-->he4+cl33 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.2210 prefac=1.0000 RGsymb:a+b<->c
714 he4+cl33-->p+ar36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.3630 prefac=1.0000 RGsymb:a+b<->c+d
715 p+ar36-->he4+cl33 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-4.3630 prefac=1.0000 RGsymb:a+b<->c+d
716 cl34-->s34+e++nu reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=5.4940 prefac=1.0000 RGsymb:a<->b
717 n+cl34-->cl35 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=12.6450 prefac=1.0000 RGsymb:a+b<->c
718 cl35-->n+cl34 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-12.6450 prefac=1.0000 RGsymb:a+b<->c
719 he4+cl34-->k38 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.7870 prefac=1.0000 RGsymb:a+b<->c
720 k38-->he4+cl34 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.7870 prefac=1.0000 RGsymb:a+b<->c
721 he4+cl34-->n+k37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-5.2870 prefac=1.0000 RGsymb:a+b<->c+d
722 n+k37-->he4+cl34 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.2870 prefac=1.0000 RGsymb:a+b<->c+d
723 he4+cl34-->p+ar37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.6440 prefac=1.0000 RGsymb:a+b<->c+d
724 p+ar37-->he4+cl34 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.6440 prefac=1.0000 RGsymb:a+b<->c+d
725 n+cl35-->cl36 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.5814 prefac=1.0000 RGsymb:a+b<->c
726 cl36-->n+cl35 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.5814 prefac=1.0000 RGsymb:a+b<->c
727 p+cl35-->ar36 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.5060 prefac=1.0000 RGsymb:a+b<->c
728 ar36-->p+cl35 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.5060 prefac=1.0000 RGsymb:a+b<->c
729 he4+cl35-->k39 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.2180 prefac=1.0000 RGsymb:a+b<->c
730 k39-->he4+cl35 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.2180 prefac=1.0000 RGsymb:a+b<->c
731 he4+cl35-->n+k38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-5.8580 prefac=1.0000 RGsymb:a+b<->c+d
732 n+k38-->he4+cl35 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.8580 prefac=1.0000 RGsymb:a+b<->c+d
733 he4+cl35-->p+ar38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.8370 prefac=1.0000 RGsymb:a+b<->c+d
734 p+ar38-->he4+cl35 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.8370 prefac=1.0000 RGsymb:a+b<->c+d
735 cl36-->ar36+e+nubar reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=0.7090 prefac=1.0000 RGsymb:a<->b
736 n+cl36-->cl37 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.3110 prefac=1.0000 RGsymb:a+b<->c
737 cl37-->n+cl36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.3110 prefac=1.0000 RGsymb:a+b<->c
738 p+cl36-->ar37 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.7150 prefac=1.0000 RGsymb:a+b<->c
739 ar37-->p+cl36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.7150 prefac=1.0000 RGsymb:a+b<->c
740 he4+cl36-->k40 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.4380 prefac=1.0000 RGsymb:a+b<->c
741 k40-->he4+cl36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.4380 prefac=1.0000 RGsymb:a+b<->c
742 p+cl36-->n+ar36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.0740 prefac=1.0000 RGsymb:a+b<->c+d
743 n+ar36-->p+cl36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.0740 prefac=1.0000 RGsymb:a+b<->c+d
744 he4+cl36-->n+k39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.3620 prefac=1.0000 RGsymb:a+b<->c+d
745 n+k39-->he4+cl36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.3620 prefac=1.0000 RGsymb:a+b<->c+d
746 he4+cl36-->p+ar39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.1440 prefac=1.0000 RGsymb:a+b<->c+d
747 p+ar39-->he4+cl36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.1440 prefac=1.0000 RGsymb:a+b<->c+d
748 p+cl37-->ar38 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.2420 prefac=1.0000 RGsymb:a+b<->c
749 ar38-->p+cl37 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.2420 prefac=1.0000 RGsymb:a+b<->c
750 he4+cl37-->k41 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.2220 prefac=1.0000 RGsymb:a+b<->c
751 k41-->he4+cl37 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.2220 prefac=1.0000 RGsymb:a+b<->c
752 p+cl37-->n+ar37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.5960 prefac=1.0000 RGsymb:a+b<->c+d
753 n+ar37-->p+cl37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.5960 prefac=1.0000 RGsymb:a+b<->c+d
754 he4+cl37-->n+k40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-3.8730 prefac=1.0000 RGsymb:a+b<->c+d
755 n+k40-->he4+cl37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.8730 prefac=1.0000 RGsymb:a+b<->c+d
756 he4+cl37-->p+ar40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.5860 prefac=1.0000 RGsymb:a+b<->c+d
757 p+ar40-->he4+cl37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.5860 prefac=1.0000 RGsymb:a+b<->c+d
758 n+ar36-->ar37 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.7864 prefac=1.0000 RGsymb:a+b<->c
759 ar37-->n+ar36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.7864 prefac=1.0000 RGsymb:a+b<->c
760 p+ar36-->k37 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=1.8570 prefac=1.0000 RGsymb:a+b<->c
761 k37-->p+ar36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-1.8570 prefac=1.0000 RGsymb:a+b<->c
762 he4+ar36-->ca40 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.0400 prefac=1.0000 RGsymb:a+b<->c
763 ca40-->he4+ar36 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.0400 prefac=1.0000 RGsymb:a+b<->c
764 he4+ar36-->p+k39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.2880 prefac=1.0000 RGsymb:a+b<->c+d
765 p+k39-->he4+ar36 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.2880 prefac=1.0000 RGsymb:a+b<->c+d
766 ar37+e-->cl37+nu reacClass=1 #react=1 #prod=1 isEC=1 isReverse=0 Q=0.8140 prefac=1.0000 RGsymb:a<->b
767 n+ar37-->ar38 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=11.8380 prefac=1.0000 RGsymb:a+b<->c
768 ar38-->n+ar37 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-11.8380 prefac=1.0000 RGsymb:a+b<->c
769 p+ar37-->k38 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=5.1430 prefac=1.0000 RGsymb:a+b<->c
770 k38-->p+ar37 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-5.1430 prefac=1.0000 RGsymb:a+b<->c
771 he4+ar37-->ca41 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.6140 prefac=1.0000 RGsymb:a+b<->c
772 ca41-->he4+ar37 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.6140 prefac=1.0000 RGsymb:a+b<->c
773 p+ar37-->n+k37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-6.9310 prefac=1.0000 RGsymb:a+b<->c+d
774 n+k37-->p+ar37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=6.9310 prefac=1.0000 RGsymb:a+b<->c+d
775 he4+ar37-->n+ca40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.7490 prefac=1.0000 RGsymb:a+b<->c+d
776 n+ca40-->he4+ar37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.7490 prefac=1.0000 RGsymb:a+b<->c+d
777 he4+ar37-->p+k40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.2780 prefac=1.0000 RGsymb:a+b<->c+d
778 p+k40-->he4+ar37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.2780 prefac=1.0000 RGsymb:a+b<->c+d
779 n+ar38-->ar39 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.5980 prefac=1.0000 RGsymb:a+b<->c
780 ar39-->n+ar38 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.5980 prefac=1.0000 RGsymb:a+b<->c
781 p+ar38-->k39 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.3810 prefac=1.0000 RGsymb:a+b<->c
782 k39-->p+ar38 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.3810 prefac=1.0000 RGsymb:a+b<->c
783 he4+ar38-->ca42 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.2570 prefac=1.0000 RGsymb:a+b<->c
784 ca42-->he4+ar38 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.2570 prefac=1.0000 RGsymb:a+b<->c
785 p+ar38-->n+k38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-6.6950 prefac=1.0000 RGsymb:a+b<->c+d
786 n+k38-->p+ar38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=6.6950 prefac=1.0000 RGsymb:a+b<->c+d
787 he4+ar38-->n+ca41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-5.2240 prefac=1.0000 RGsymb:a+b<->c+d
788 n+ca41-->he4+ar38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.2240 prefac=1.0000 RGsymb:a+b<->c+d
789 he4+ar38-->p+k41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-4.0200 prefac=1.0000 RGsymb:a+b<->c+d
790 p+k41-->he4+ar38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=4.0200 prefac=1.0000 RGsymb:a+b<->c+d
791 ar39-->k39+e+nubar reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=0.5630 prefac=1.0000 RGsymb:a<->b
792 n+ar39-->ar40 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=9.8690 prefac=1.0000 RGsymb:a+b<->c
793 ar40-->n+ar39 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-9.8690 prefac=1.0000 RGsymb:a+b<->c
794 p+ar39-->k40 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.5820 prefac=1.0000 RGsymb:a+b<->c
795 k40-->p+ar39 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.5820 prefac=1.0000 RGsymb:a+b<->c
796 he4+ar39-->ca43 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.5910 prefac=1.0000 RGsymb:a+b<->c
797 ca43-->he4+ar39 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.5910 prefac=1.0000 RGsymb:a+b<->c
798 p+ar39-->n+k39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.2180 prefac=1.0000 RGsymb:a+b<->c+d
799 n+k39-->p+ar39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.2180 prefac=1.0000 RGsymb:a+b<->c+d
800 he4+ar39-->n+ca42 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.3420 prefac=1.0000 RGsymb:a+b<->c+d
801 n+ca42-->he4+ar39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.3420 prefac=1.0000 RGsymb:a+b<->c+d
802 p+ar40-->k41 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.8080 prefac=1.0000 RGsymb:a+b<->c
803 k41-->p+ar40 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.8080 prefac=1.0000 RGsymb:a+b<->c
804 he4+ar40-->ca44 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.8540 prefac=1.0000 RGsymb:a+b<->c
805 ca44-->he4+ar40 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.8540 prefac=1.0000 RGsymb:a+b<->c
806 p+ar40-->n+k40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.2870 prefac=1.0000 RGsymb:a+b<->c+d
807 n+k40-->p+ar40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.2870 prefac=1.0000 RGsymb:a+b<->c+d
808 he4+ar40-->n+ca43 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.2780 prefac=1.0000 RGsymb:a+b<->c+d
809 n+ca43-->he4+ar40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.2780 prefac=1.0000 RGsymb:a+b<->c+d
810 k37-->ar37+e++nu reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=6.1470 prefac=1.0000 RGsymb:a<->b
811 n+k37-->k38 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=12.0740 prefac=1.0000 RGsymb:a+b<->c
812 k38-->n+k37 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-12.0740 prefac=1.0000 RGsymb:a+b<->c
813 he4+k37-->p+ca40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.1830 prefac=1.0000 RGsymb:a+b<->c+d
814 p+ca40-->he4+k37 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-5.1830 prefac=1.0000 RGsymb:a+b<->c+d
815 k38-->ar38+e++nu reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=5.9130 prefac=1.0000 RGsymb:a<->b
816 n+k38-->k39 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=13.0760 prefac=1.0000 RGsymb:a+b<->c
817 k39-->n+k38 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-13.0760 prefac=1.0000 RGsymb:a+b<->c
818 he4+k38-->p+ca41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.4720 prefac=1.0000 RGsymb:a+b<->c+d
819 p+ca41-->he4+k38 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.4720 prefac=1.0000 RGsymb:a+b<->c+d
820 n+k39-->k40 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.7994 prefac=1.0000 RGsymb:a+b<->c
821 k40-->n+k39 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.7994 prefac=1.0000 RGsymb:a+b<->c
822 p+k39-->ca40 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.3280 prefac=1.0000 RGsymb:a+b<->c
823 ca40-->p+k39 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.3280 prefac=1.0000 RGsymb:a+b<->c
824 he4+k39-->sc43 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.8060 prefac=1.0000 RGsymb:a+b<->c
825 sc43-->he4+k39 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.8060 prefac=1.0000 RGsymb:a+b<->c
826 he4+k39-->p+ca42 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.1240 prefac=1.0000 RGsymb:a+b<->c+d
827 p+ca42-->he4+k39 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.1240 prefac=1.0000 RGsymb:a+b<->c+d
828 k40+e-->ar40+nu reacClass=1 #react=1 #prod=1 isEC=1 isReverse=0 Q=1.5050 prefac=1.0000 RGsymb:a<->b
829 k40-->ca40+e+nubar reacClass=1 #react=1 #prod=1 isEC=0 isReverse=0 Q=1.3120 prefac=1.0000 RGsymb:a<->b
830 n+k40-->k41 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.0950 prefac=1.0000 RGsymb:a+b<->c
831 k41-->n+k40 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.0950 prefac=1.0000 RGsymb:a+b<->c
832 p+k40-->ca41 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.8920 prefac=1.0000 RGsymb:a+b<->c
833 ca41-->p+k40 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.8920 prefac=1.0000 RGsymb:a+b<->c
834 he4+k40-->sc44 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.7060 prefac=1.0000 RGsymb:a+b<->c
835 sc44-->he4+k40 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.7060 prefac=1.0000 RGsymb:a+b<->c
836 p+k40-->n+ca40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.5290 prefac=1.0000 RGsymb:a+b<->c+d
837 n+ca40-->p+k40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.5290 prefac=1.0000 RGsymb:a+b<->c+d
838 he4+k40-->n+sc43 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.9940 prefac=1.0000 RGsymb:a+b<->c+d
839 n+sc43-->he4+k40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.9940 prefac=1.0000 RGsymb:a+b<->c+d
840 he4+k40-->p+ca43 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=0.0100 prefac=1.0000 RGsymb:a+b<->c+d
841 p+ca43-->he4+k40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-0.0100 prefac=1.0000 RGsymb:a+b<->c+d
842 p+k41-->ca42 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=10.2770 prefac=1.0000 RGsymb:a+b<->c
843 ca42-->p+k41 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-10.2770 prefac=1.0000 RGsymb:a+b<->c
844 he4+k41-->sc45 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.9350 prefac=1.0000 RGsymb:a+b<->c
845 sc45-->he4+k41 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.9350 prefac=1.0000 RGsymb:a+b<->c
846 p+k41-->n+ca41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.2040 prefac=1.0000 RGsymb:a+b<->c+d
847 n+ca41-->p+k41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.2040 prefac=1.0000 RGsymb:a+b<->c+d
848 he4+k41-->n+sc44 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-3.3900 prefac=1.0000 RGsymb:a+b<->c+d
849 n+sc44-->he4+k41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.3900 prefac=1.0000 RGsymb:a+b<->c+d
850 he4+k41-->p+ca44 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=1.0460 prefac=1.0000 RGsymb:a+b<->c+d
851 p+ca44-->he4+k41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-1.0460 prefac=1.0000 RGsymb:a+b<->c+d
852 n+ca40-->ca41 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.3644 prefac=1.0000 RGsymb:a+b<->c
853 ca41-->n+ca40 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.3644 prefac=1.0000 RGsymb:a+b<->c
854 he4+ca40-->ti44 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=5.1270 prefac=1.0000 RGsymb:a+b<->c
855 ti44-->he4+ca40 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-5.1270 prefac=1.0000 RGsymb:a+b<->c
856 he4+ca40-->p+sc43 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-3.5230 prefac=1.0000 RGsymb:a+b<->c+d
857 p+sc43-->he4+ca40 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.5230 prefac=1.0000 RGsymb:a+b<->c+d
858 ca41+e-->k41+nu reacClass=1 #react=1 #prod=1 isEC=1 isReverse=0 Q=0.4200 prefac=1.0000 RGsymb:a<->b
859 n+ca41-->ca42 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=11.4810 prefac=1.0000 RGsymb:a+b<->c
860 ca42-->n+ca41 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-11.4810 prefac=1.0000 RGsymb:a+b<->c
861 he4+ca41-->ti45 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.2940 prefac=1.0000 RGsymb:a+b<->c
862 ti45-->he4+ca41 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-6.2940 prefac=1.0000 RGsymb:a+b<->c
863 he4+ca41-->n+ti44 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-3.2360 prefac=1.0000 RGsymb:a+b<->c+d
864 n+ti44-->he4+ca41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=3.2360 prefac=1.0000 RGsymb:a+b<->c+d
865 he4+ca41-->p+sc44 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.1860 prefac=1.0000 RGsymb:a+b<->c+d
866 p+sc44-->he4+ca41 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.1860 prefac=1.0000 RGsymb:a+b<->c+d
867 n+ca42-->ca43 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=7.9344 prefac=1.0000 RGsymb:a+b<->c
868 ca43-->n+ca42 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-7.9344 prefac=1.0000 RGsymb:a+b<->c
869 p+ca42-->sc43 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=4.9300 prefac=1.0000 RGsymb:a+b<->c
870 sc43-->p+ca42 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-4.9300 prefac=1.0000 RGsymb:a+b<->c
871 he4+ca42-->ti46 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=8.0030 prefac=1.0000 RGsymb:a+b<->c
872 ti46-->he4+ca42 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-8.0030 prefac=1.0000 RGsymb:a+b<->c
873 he4+ca42-->n+ti45 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-5.1870 prefac=1.0000 RGsymb:a+b<->c+d
874 n+ti45-->he4+ca42 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=5.1870 prefac=1.0000 RGsymb:a+b<->c+d
875 he4+ca42-->p+sc45 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=1 Q=-2.3420 prefac=1.0000 RGsymb:a+b<->c+d
876 p+sc45-->he4+ca42 reacClass=5 #react=2 #prod=2 isEC=0 isReverse=0 Q=2.3420 prefac=1.0000 RGsymb:a+b<->c+d
877 n+ca43-->ca44 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=11.1304 prefac=1.0000 RGsymb:a+b<->c
878 ca44-->n+ca43 reacClass=2 #react=1 #prod=2 isEC=0 isReverse=1 Q=-11.1304 prefac=1.0000 RGsymb:a+b<->c
879 p+ca43-->sc44 reacClass=4 #react=2 #prod=1 isEC=0 isReverse=0 Q=6.6960 prefac=1.0000 RGsymb:a+b<->c
